GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000104979   19   13884982   13889276     77      11  10000      0.14533      0.44222        0.374   1000
ENSG00000132003   19   13906274   13943044      5       3  10000       2.4444    0.0072546       0.0062   5000
ENSG00000267582   19   13907388   13907747     16       3  10000       1.6574     0.048715        0.045   1000
ENSG00000267519   19   13945330   13947103      2       1  10000    -0.011304      0.50451        0.474   1000
ENSG00000187556   19   13988061   13991564      3       1  10000    -0.074605      0.52974        0.494   1000
ENSG00000132016   19   13993168   14016978      1       1  10000      0.30706       0.3794        0.373   1000
ENSG00000132024   19   14017014   14041692      1       1  10000     -0.34486       0.6349        0.641   1000
ENSG00000132000   19   14042285   14064204      3       1  10000     -0.70362      0.75917         0.77   1000
ENSG00000132017   19   14063304   14072261      2       1  10000      0.32215      0.37367        0.359   1000
ENSG00000132005   19   14072350   14117097      3       1  10000      -1.1307      0.87091        0.879   1000
ENSG00000104998   19   14142560   14164028     22       7  10000      0.44613      0.32775        0.288   1000
ENSG00000187867   19   14164177   14169971      3       2  10000      0.75901      0.22392        0.216   1000
ENSG00000141854   19   14183348   14185874    143      19  10000       1.7473     0.040295        0.053   1000
ENSG00000188032   19   14192431   14196574      6       1  10000     -0.10239      0.54078        0.512   1000
ENSG00000141858   19   14198652   14201520      1       1  10000     -0.71275        0.762        0.774   1000
ENSG00000267783   19   14229918   14230349     11       3  10000      -1.3127      0.90535        0.924   1000
ENSG00000267169   19   14247991   14282079      1       1  10000     -0.71501       0.7627         0.75   1000
ENSG00000072071   19   14258555   14316999      1       1  10000     -0.46994       0.6808        0.692   1000
ENSG00000267723   19   14365001   14404017      1       1  10000     -0.45626       0.6759        0.676   1000
ENSG00000267147   19   14444555   14454728     51       3  10000     -0.38103      0.64841        0.647   1000
ENSG00000123146   19   14491968   14519537     15       7  10000     -0.40789      0.65832         0.64   1000
ENSG00000123136   19   14519663   14530195      8       2  10000     -0.96558      0.83287        0.877   1000
ENSG00000123143   19   14544169   14582678     10       3  10000      0.75165      0.22613        0.219   1000
ENSG00000267474   19   14569213   14570178      1       1  10000      0.19269       0.4236        0.405   1000
ENSG00000160951   19   14583278   14586174     11       2  10000      0.41405      0.33942        0.343   1000
ENSG00000123159   19   14588572   14606961     31       5  10000       2.5152     0.005948       0.0098   5000
ENSG00000224543   19   14600200   14600421      1       1  10000      -1.3924       0.9181        0.911   1000
ENSG00000132002   19   14625582   14640120     40       7  10000       1.7241     0.042344         0.04   1000
ENSG00000099797   19   14640372   14676792      3       2  10000       2.4932    0.0063304       0.0036   5000
ENSG00000187912   19   14693896   14721969     75      11  10000       1.1515      0.12475        0.145   1000
ENSG00000269378   19   14732446   14733054      1       1  10000     0.096152       0.4617        0.459   1000
ENSG00000160961   19   14800881   14844558     34       7  10000     -0.28991      0.61406        0.589   1000
ENSG00000127507   19   14843205   14889349     59       8  10000     0.059125      0.47643        0.432   1000
ENSG00000256210   19   14903130   14903345     30       1  10000     0.092349      0.46321        0.447   1000
ENSG00000127530   19   14909958   14911023     40       9  10000     -0.51972      0.69837        0.697   1000
ENSG00000188269   19   14938083   14945960    150      21  10000      0.50524       0.3067        0.276   1000
ENSG00000105143   19   15060846   15121432    238      24  10000      0.37343      0.35442        0.369   1000
ENSG00000105137   19   15218214   15225799      3       1  10000     -0.49343      0.68915        0.694   1000
ENSG00000105135   19   15225798   15236596     49       4  10000      -0.2388      0.59437        0.582   1000
ENSG00000074181   19   15269849   15311792      2       1  10000      0.45102      0.32599        0.316   1000
ENSG00000141867   19   15346330   15443356      3       1  10000     -0.75893      0.77605        0.787   1000
ENSG00000270802   19   15449759   15450048      1       1  10000      0.28297       0.3886        0.413   1000
ENSG00000273218   19   15456879   15459228      2       1  10000        0.973      0.16528        0.146   1000
ENSG00000105127   19   15464196   15490603     96      10  10000      0.89473      0.18546        0.168   1000
ENSG00000011243   19   15490859   15529865      4       1  10000     -0.10941      0.54356        0.542   1000
ENSG00000011451   19   15530791   15560762      2       1  10000     -0.56156      0.71279        0.706   1000
ENSG00000225067   19   15722468   15722933      1       1  10000      0.81233       0.2083        0.193   1000
ENSG00000186529   19   15751707   15773635    564      37  10000     -0.26859      0.60588        0.604   1000
ENSG00000186204   19   15783567   15807984    635      37  10000     -0.25562      0.60088        0.599   1000
ENSG00000267594   19   15871051   15890719    787      41  10000       1.1598      0.12307        0.121   1000
ENSG00000268673   19   15871185   15881638    605      28  10000        1.114      0.13265        0.134   1000
ENSG00000186115   19   15988833   16008930    358      25  10000     -0.17714       0.5703        0.559   1000
ENSG00000267218   19   16013110   16014048    166      14  10000      0.23184      0.40833        0.374   1000
ENSG00000267056   19   16021392   16022634    315      21  10000      0.90424      0.18293         0.17   1000
ENSG00000171903   19   16023177   16045677    480      32  10000      0.50634      0.30631        0.297   1000
ENSG00000167460   19   16178317   16213815      2       1  10000      0.27694      0.39091        0.347   1000
ENSG00000167461   19   16222439   16245044     50       4  10000     -0.72575        0.766        0.791   1000
ENSG00000196684   19   16244838   16269386      2       1  10000     -0.91424      0.81971         0.81   1000
ENSG00000105058   19   16296191   16302857     20       2  10000      0.33188      0.36999        0.315   1000
ENSG00000072958   19   16308389   16356718    244      15  10000      0.91416      0.18032        0.191   1000
ENSG00000127528   19   16435628   16438685      1       1  10000       -1.185        0.882        0.883   1000
ENSG00000127527   19   16466050   16582896     77       6  10000     -0.43113      0.66681        0.657   1000
ENSG00000243745   19   16509477   16509770      1       1  10000       0.5316       0.2975        0.309   1000
ENSG00000240418   19   16523495   16524387      6       1  10000     -0.78773      0.78457        0.808   1000
ENSG00000267703   19   16551757   16554395     12       3  10000      0.10987      0.45626         0.44   1000
ENSG00000105072   19   16607122   16632161    141      11  10000     -0.43574      0.66849        0.651   1000
ENSG00000085872   19   16628700   16653341      1       1  10000      0.69254       0.2443        0.238   1000
ENSG00000269399   19   16653434   16655625      2       1  10000      0.74167      0.22914         0.23   1000
ENSG00000127526   19   16660642   16683193      1       1  10000     -0.30785       0.6209        0.623   1000
ENSG00000105085   19   16685730   16739017      1       1  10000      -1.6381       0.9493        0.947   1000
ENSG00000268790   19   16688557   16770926      1       1  10000      0.85455       0.1964        0.197   1000
ENSG00000269578   19   16697716   16698796      1       1  10000     0.089355       0.4644        0.459   1000
ENSG00000268087   19   16721222   16747342     15       2  10000      0.19797      0.42153         0.38   1000
ENSG00000269427   19   16741554   16754753      2       1  10000    0.0084917      0.49661        0.468   1000
ENSG00000269044   19   16744608   16746080     84       9  10000      0.57278       0.2834        0.259   1000
ENSG00000267904   19   16750778   16751479      6       1  10000      -0.3417      0.63371        0.643   1000
ENSG00000214046   19   16755556   16770968     27       2  10000     -0.64456      0.74039        0.752   1000
ENSG00000072954   19   16771938   16800840     63       5  10000       0.4025      0.34366        0.315   1000
ENSG00000188039   19   16830791   16928774    161      23  10000     -0.17709      0.57028        0.514   1000
ENSG00000127511   19   16940211   16991164     28       3  10000      0.52216      0.30078        0.279   1000
ENSG00000268743   19   16954836   16957284      8       1  10000      0.91502      0.18009        0.174   1000
ENSG00000127533   19   16999671   17003417      2       1  10000     -0.18834       0.5747        0.578   1000
ENSG00000160111   19   17003758   17137625     45       6  10000      0.15046       0.4402        0.369   1000
ENSG00000131351   19   17160539   17186435     49       6  10000      0.25095      0.40093        0.385   1000
ENSG00000099331   19   17186591   17324104      2       1  10000      -1.0569      0.85472        0.862   1000
